canonical_taxon_id,esm2_dim_1,esm2_dim_2,esm2_dim_3,esm2_dim_4,esm2_dim_5,esm2_dim_6,esm2_dim_7,esm2_dim_8,esm2_dim_9,esm2_dim_10,esm2_dim_11,esm2_dim_12,esm2_dim_13,esm2_dim_14,esm2_dim_15,esm2_dim_16,esm2_dim_17,esm2_dim_18,esm2_dim_19,esm2_dim_20,esm2_dim_21,esm2_dim_22,esm2_dim_23,esm2_dim_24,esm2_dim_25,esm2_dim_26,esm2_dim_27,esm2_dim_28,esm2_dim_29,esm2_dim_30,esm2_dim_31,esm2_dim_32,snp_dim_1,snp_dim_2,snp_dim_3,snp_dim_4,snp_dim_5,snp_dim_6,snp_dim_7,snp_dim_8,snp_dim_9,snp_dim_10,snp_dim_11,snp_dim_12,snp_dim_13,snp_dim_14,snp_dim_15,snp_dim_16,func_dim_1,func_dim_2,func_dim_3,func_dim_4,func_dim_5,func_dim_6,func_dim_7,func_dim_8,func_dim_9,func_dim_10,func_dim_11,func_dim_12,func_dim_13,func_dim_14,func_dim_15,func_dim_16
erophylla_sezekorni,0.44260833,-1.1496481,-1.7098176,0.0017319145,0.8734378,-2.0722961,2.3169966,0.14620113,3.0057898,-1.3051429,-0.5052671,0.21364035,0.47646913,-0.4694199,0.7290038,1.0826445,0.5276244,-0.27012768,-1.4801154,0.3429618,0.0106807435,0.043682747,0.5953375,-1.4296229,1.9208635,1.7677217,-1.103322,0.0646212,1.7079828,-2.1836925,0.43192515,0.17789802,-0.5562125,-1.3830185,2.1701317,-0.42845213,-3.0198414,0.6228918,0.33138502,-1.6327327,-0.07886406,-0.24209714,-0.8657612,0.028026924,-1.1496205,0.5419417,-0.92603606,1.4309648,-0.074453615,0.71833783,0.9344868,-0.6558265,1.0696061,0.30699542,-0.36008555,0.9369321,0.23931617,0.20363374,-0.68920404,-0.4395537,-0.6536403,-0.8286083,-0.24885745,0.32115483
erythrocebus_patas,1.1167601,1.1034702,-0.20131104,0.0033594454,-1.3475454,1.4754642,-2.2600286,1.2194549,2.503175,1.22741,1.178485,-0.10846825,-0.59750134,0.40006718,-1.1567068,-2.1752243,0.81466687,-0.9027247,-0.46051568,0.6424329,2.6389189,-1.5177084,-1.1129487,1.2471845,-0.018337723,1.3260292,0.10791732,-0.38450927,1.0648776,-0.71295214,0.49874672,0.5827901,-2.3628871,-0.29325283,-0.013589261,1.164311,0.3689574,-1.0620444,-1.4289725,-1.0447543,-2.3422787,2.487483,0.13510682,0.33422825,-1.8938036,0.44684154,-3.0819716,1.2787695,0.35429007,-0.08362413,-0.59475064,-0.12313623,-1.9559474,-1.5868145,1.469513,0.967209,-2.779031,1.1570938,-2.2756658,-2.50656,0.4964783,-0.17003389,-0.83213377,-0.059984587
euderma_maculatum,-0.6788627,-0.63717926,-1.6547867,-0.14645031,0.36031014,2.2945383,0.6241572,-1.2698939,-0.51142496,-0.82418585,-0.47795698,-0.9245731,-2.028811,0.7461341,0.9119922,-1.5197942,-0.85164684,-1.2802899,-0.8290743,0.55348307,0.7666439,-0.4703034,0.8949185,1.689546,-0.51211995,-2.1157792,-2.547449,1.7449983,0.49365327,-1.576043,-0.19050804,0.3661739,0.06993853,1.594752,-0.4583661,-0.43855312,0.9481749,-2.3847563,0.88237405,-1.9599677,0.3577703,0.2288848,1.371064,-0.92786896,-0.79754776,-1.2671186,0.8019822,0.82936907,0.109417744,-1.3389082,-0.98894286,1.1751319,-0.08593058,0.45468038,-1.666814,-1.0557582,0.03206989,-0.62301236,-0.6475813,-0.9051951,-0.9947355,-2.1014667,-0.6178854,-0.57945
eudorcas_rufifrons,1.1867789,1.3026941,-0.9864759,0.20508115,-2.311743,-0.27216512,-1.1131217,0.42066455,0.24544363,-0.8070089,0.45774984,-0.9267708,1.0226668,-1.2100255,-2.5017056,0.8233149,0.1183908,-0.50092465,0.51590985,0.77622896,1.6434894,-0.12518439,-0.26644325,-0.20797567,-0.64377195,1.5100523,-0.4172595,-0.5198282,-0.85405606,-0.23964152,0.42551216,0.1131988,-0.36873516,0.40340632,0.22577818,0.10142458,-0.8865769,-0.69492733,1.4979676,-0.816082,0.44947088,0.8247932,-1.4340479,1.1907209,0.72916216,4.0207467,-1.1806145,0.29567254,-1.538456,0.119815685,-2.3154404,-1.0787655,1.0616775,-0.35209128,-0.6233581,0.18423346,0.823107,0.5481357,0.83620423,0.47230902,-0.12481821,-0.88542396,-1.1520932,0.17955902
eudorcas_thomsonii,0.03837623,-0.50334406,-0.9518396,1.7050023,-1.0189381,-0.74494267,-0.021642763,1.1743603,1.5709993,0.33827564,1.5610688,0.16811527,-1.2533289,-0.657442,0.0074256463,-0.22739488,-1.9310358,-2.1594408,-0.4841269,-0.42313167,1.5683907,-0.011129032,0.32236236,-1.949058,-1.5456134,-1.2193716,0.13118625,-0.017648263,0.9395694,-0.18390848,-0.5548478,-1.5908881,2.6545746,-0.54335666,0.21015726,1.8025261,-1.3751161,-0.08829953,-1.1215166,-0.88858914,0.11197177,-1.0395845,-0.89250386,1.0307698,-0.3208153,-1.8459826,0.843304,1.7607396,-1.0413347,-1.7658474,-1.5055201,1.2507502,0.316638,0.33841118,-0.08672393,1.20034,-1.098647,-0.94082695,-0.37576067,-0.81468636,-0.35405964,-0.17951033,-1.2519469,-0.6772869
eulemur_albocollaris,0.7060652,-1.1731341,-1.8077976,1.2221398,-2.9476552,0.787682,-0.10126145,-2.503617,-2.5104353,1.8609512,-0.2434238,-1.3576076,0.20967053,-0.34277827,-0.43680343,-0.35168937,-1.3946545,-0.56480503,1.5996403,-0.77899635,0.5738841,1.1018589,-0.6599365,-0.18842758,-2.0161855,0.8426941,2.0351794,0.3193373,0.076886505,-0.7157308,1.8214444,-0.9135771,-1.5882523,1.3525273,0.82054883,-0.2708379,-0.6018096,-1.0713665,-1.2357043,-0.2963282,-0.054657713,-0.71671814,-1.9142141,-0.9352989,-0.03529205,-0.51470864,-0.6140826,-2.6525943,1.1652741,0.5055803,0.23122671,-0.20207603,0.90636194,-0.49156377,-1.3982086,-0.4313179,-1.3100289,1.0800961,0.069640204,0.44837624,0.95642775,1.1079887,0.75334,-0.36581913
eulemur_coronatus,1.7212033,1.6383375,-0.91166824,1.8548603,0.023534123,-2.4558089,1.7091175,-0.3442096,-1.8267635,-0.3839218,0.6129287,-0.23046573,1.4534011,1.6366295,0.18618587,1.3448304,-0.27451447,0.66556966,1.0830363,0.3606089,0.70993817,-0.14620681,-0.12647341,0.49171862,0.12421132,1.3377049,0.60980266,0.8211649,1.5919795,0.3587433,-0.5312228,-0.111173876,-0.8337869,0.60224104,-0.27639514,-0.17540625,0.23955205,0.2501918,0.064757556,-1.5871198,-0.78721225,-0.28852692,0.7621088,1.8178416,0.0723597,-1.54902,-0.23104669,-0.37222844,-0.27887323,0.32018992,-0.23676479,1.460783,-1.5864213,1.7439505,-0.616418,0.7757901,-0.046759956,0.5292616,0.4898583,-0.9343689,-1.3125135,-0.7421454,-0.5873047,3.5193605
eulemur_fulvus,-0.06568476,-0.88499844,1.3046695,-1.8282247,-2.9558673,-0.8895302,1.0065397,-0.88377064,-0.06574103,-0.26827475,-0.79719824,-0.035690352,0.908103,-1.4946343,-0.37124467,-1.0070093,-0.7659147,0.5453655,-0.97695524,-1.3157908,2.2842305,-0.8710723,-0.23024502,0.9300419,-0.61802244,-0.92723125,-1.1570417,1.9504231,-0.2168929,0.957319,0.2635426,-0.32998943,-0.3688247,1.2221339,0.9870294,-0.50612295,2.4098282,-0.9118229,-0.06677602,-0.41025844,1.7695706,1.9192743,1.0930932,1.7522389,-0.30676678,-1.1479162,0.9722496,-1.3890929,0.2327394,1.2484459,1.4782779,-0.45632032,-0.14949082,-0.9821841,0.8140134,1.5364258,-1.3385869,-0.5149625,0.33803153,1.6434332,0.23825547,0.9193834,-0.75946045,0.5088743
eulemur_macaco,0.39861643,0.81592464,-0.66340023,-0.38180143,1.3613837,0.97764695,-0.4914203,-0.00529305,-0.16699594,0.1533549,-1.2462702,0.6879635,-0.5539048,0.6435003,-1.2283239,-0.32547176,3.1307094,1.1454619,0.7078728,-1.3843952,0.23935942,-1.6582047,0.559208,-0.70774895,0.4611012,0.98859465,-2.4191778,1.5049921,-1.1948149,1.5384033,1.1426045,0.84359425,3.0576227,1.5725672,-1.5077368,0.7989287,-1.562612,1.8335539,0.59509695,-1.2023281,-0.013136418,-1.4829547,0.44446886,0.24290757,0.24526453,0.1730764,-1.7954069,0.3793909,-0.9960889,1.0549576,0.42808735,-0.2744816,0.12703496,0.3477614,-0.20508881,1.1965878,-1.40732,-0.56599176,-0.6585542,2.6822233,0.08204972,-0.062758714,0.38625845,-0.13947228
eulemur_mongoz,0.565732,0.61058354,-0.48050892,0.06956692,-1.2189918,-0.39358374,-1.3283837,0.9293085,0.41653773,-0.07984816,-1.6497445,-0.07884869,0.07793851,1.3745213,1.0338347,-1.895677,-1.4025532,0.26313868,0.058741983,0.4761229,0.13378131,-0.11861978,0.31363478,0.8839157,-2.0391328,-0.66910315,-0.008257281,-0.44351083,0.92906684,-0.60425323,0.87835264,2.0216887,0.15671776,-0.14050984,-0.11392402,-1.8159595,-3.0000086,1.603524,0.007813035,0.66878515,-1.9651643,-0.21537764,-0.76637423,0.98837185,-0.24960682,-2.3355627,0.3942284,0.24786672,-1.4174063,1.7528919,-0.039277658,1.3030297,0.23371154,0.14901777,-0.09568272,-0.011657317,0.29047525,-2.0778244,-0.4250632,-0.45813292,0.50666595,0.4574703,-1.844151,0.6212381
eulemur_rubriventer,0.7330995,0.26204503,-0.58597875,1.5250926,-1.3288636,0.21467979,0.32911962,-1.3656561,0.025486149,-2.3127036,0.79057556,0.8104295,-0.2021045,0.020966757,-0.23367092,-0.08348877,0.61269253,-1.3321213,-2.5981295,0.06959843,0.88840693,-0.94008934,-1.1711532,-0.75048167,1.1889714,0.80472356,-0.23543201,-1.34646,-0.91531485,-2.272152,-1.5929132,-1.7593163,-1.2570328,0.866987,0.061807048,0.62508905,-0.77885634,0.38673103,0.3952281,2.1783364,0.92429507,-1.2244358,1.9901597,-0.41109872,-0.5967888,0.08207833,-1.0726765,0.6361225,-1.334695,-1.3295407,0.97858655,0.18389785,-1.4750928,0.2785759,0.07771598,0.2126846,0.066026695,-0.8433459,1.4116457,0.012307401,-1.0697421,-0.076529056,1.6728331,1.3820256
eulemur_rufus,0.7688081,2.0286884,-0.18345681,1.6743139,0.351312,-0.07562241,1.1946492,-1.41444,-0.7592495,-0.9762606,1.2354437,0.51074684,-0.07155087,-0.72218233,-0.042623013,-0.5557991,0.12912822,0.6360993,-0.20962162,0.3228003,-1.2346032,0.5279863,-0.65929323,-0.54606915,0.07291901,-1.3234935,-2.512641,-0.86619025,0.75914985,0.5752959,1.0777259,-0.078458495,-1.3943979,3.4057124,-2.2825346,-0.35539734,-2.8986602,1.0070095,-2.142627,0.18056141,0.35593066,0.33837035,-0.677656,-0.14523356,0.5636737,-1.362904,-1.1069357,0.37966967,-0.6845834,-0.11738517,0.14030492,0.022457724,-1.2641201,-1.1609395,-0.5541128,-1.4178149,-0.68872327,1.542679,-0.14041968,0.074080385,0.5061653,-0.17412212,-0.66204536,0.26515523
eulemur_sanfordi,0.96407074,1.7765843,-2.200009,1.4896173,-1.3752784,-1.0225451,0.6092373,0.05262535,1.6476066,-1.2903458,0.6359884,0.45361596,0.9317841,-0.31650543,-0.00036148913,-1.1416641,-0.61255544,0.486874,2.0667222,0.7050862,1.4074283,0.99022347,1.507626,-1.0666156,-0.9053682,-1.2399099,-0.30445507,-1.6887127,1.2762035,-0.22357433,-1.1723914,-0.9032127,1.9278362,-1.2752867,1.9467964,0.42911065,0.221389,-0.7096852,-0.39294034,-0.87728775,-1.1709692,2.1256545,-3.6566625,-1.1585569,-1.4044313,0.7981353,0.63013995,-1.0478837,-0.8790139,-0.63906115,-0.95846957,0.6392746,0.59264624,0.32560623,0.2647233,0.11424787,1.5151672,0.07608582,0.43910995,0.15071157,0.1693138,0.50220823,0.06015689,-0.37345025
eumops_auripendulus,2.1881795,-0.15217185,1.0644438,-0.13867347,0.91537505,-1.0335362,1.9346116,2.1008632,0.2894536,0.63642377,-0.14964564,-1.4893302,0.5213181,0.55335164,-3.0167277,0.80436707,1.2985535,-0.5825473,-1.0452232,0.9249163,0.70363706,-0.15118045,0.1651089,-0.67249185,0.2517316,0.9287129,0.9378532,1.0313944,0.6510032,-0.89221555,-0.5442525,0.035483293,-1.1192666,0.57342076,-1.1066256,-0.35365635,0.47463796,1.829112,-0.23578914,2.4033432,-0.067381084,-3.2745554,0.75349605,-0.1386637,1.8171604,-0.7317787,1.1504763,-0.8937552,0.24723081,0.541031,-0.874878,-0.7292424,0.19167176,0.1557778,-0.70664763,0.047137566,-1.2914298,-0.06457253,0.7439973,-1.5836008,1.0597984,-0.08708953,-1.1638689,-0.8171778
eumops_bonariensis,0.4839118,0.8903602,2.182797,-0.7094003,0.08305687,-0.16705972,0.24274547,2.8267283,0.20427917,0.92474747,0.65283215,-0.61467624,-0.0950538,0.8950154,0.19707507,-1.0435009,1.5279156,1.6892344,0.9460296,-0.74873835,1.1024563,2.5154243,-1.1447936,2.2838225,-0.41411078,1.1691167,-1.1181219,0.46745914,-1.5533992,0.9301583,-1.1413758,-0.6871643,3.0793962,-0.66415894,1.8291988,-0.59537625,0.1927459,2.1769378,-0.24376398,1.3411074,-1.0836849,-1.4955735,1.7934922,-2.1057968,1.7260517,0.29965082,0.3906106,1.0732574,0.10033939,0.39102882,-0.33899105,-2.0754886,0.071570806,-2.5742416,-1.2458135,1.5124831,0.9721752,1.1042665,1.0889121,0.060034942,-0.29984263,0.52729464,-1.3306718,-0.17106958
eumops_dabbenei,0.9784995,1.6131154,-0.185043,0.47046772,1.1770675,-0.38926858,-0.7804338,0.854944,1.5679966,0.07805232,1.3613763,0.49423027,1.4768084,-0.96123964,-0.46906868,-1.3651574,1.3809762,0.76065016,-1.9911664,-0.14313015,-0.9181658,0.32274902,-1.5455658,-1.2794327,0.72622335,-0.35420933,0.046602685,0.08753669,0.8326768,1.4552972,-0.10375333,1.3421724,-1.0249968,1.2469827,-0.104490824,-0.48711053,-0.059695367,0.20673817,-0.16564828,0.06197507,-1.3057332,-1.2294297,1.5496682,0.07882088,-0.7006705,-0.32912531,-0.4684865,-0.33209956,-0.12177099,0.22105962,1.5380528,0.20008843,1.1910197,0.47112462,-0.3035511,1.2516847,1.7167772,0.9105243,0.13510454,0.45184672,-0.21496679,-0.004363206,-1.1619941,0.06522279
eumops_glaucinus,-0.10954695,-2.3267653,-0.16635168,0.44843346,0.03839213,-2.0128622,-0.07671989,0.6920621,1.7893748,0.12698452,-2.425908,0.12556238,0.38524336,0.55815065,2.5493708,1.8242922,0.56910783,-1.3007772,2.375366,-0.3509428,2.0334046,0.02022589,0.034758404,0.5107087,-0.38966322,0.63177735,-0.8937373,0.19604108,1.4469088,-0.80028677,-1.8752645,1.8407282,2.725432,0.91008294,-1.5603595,0.35731265,0.42776144,-0.2967336,2.1423237,-1.5978929,0.10662174,0.08351402,-0.32605207,0.076001726,1.563668,-1.0118597,-0.82053447,0.7817009,0.64729655,-0.2949032,-0.36814007,-0.6628372,-0.3516937,0.23832431,1.0737919,-0.7541279,-0.8134731,-0.61558914,-1.181474,-0.92962945,0.07976675,1.6912103,0.19647995,-0.8546043
eumops_hansae,-0.79526734,0.6783721,-1.2547116,-0.4476543,0.13126802,-0.6556918,1.6221807,1.0640807,0.102830514,1.5392613,-0.6787653,0.2190071,-0.80332786,-1.1938089,1.5027413,-0.4024817,-0.020310331,0.5800697,0.020620033,0.55115294,0.8970504,1.9235469,0.26805845,-0.44111428,1.346863,0.21116328,0.291159,-0.0030218065,1.3293626,0.28480223,1.2222185,0.27965826,-1.2515996,-0.4135145,0.055617742,-0.6607167,2.5451524,1.3759495,-0.018286945,0.7801073,-1.0777439,0.88749397,-0.5562335,-0.25866416,0.97972184,-0.21269326,1.3799703,-0.86043185,-0.17573242,-0.59707403,-0.9726619,0.51221865,-0.88204575,1.3490374,0.13916297,0.060033165,-0.8547915,0.14952016,1.0186976,-0.3080671,-0.22395721,-1.2380625,0.4247174,0.36912546
eumops_perotis,-1.0626218,-1.6978184,1.0867794,-0.77089715,-0.3552583,-1.1572978,1.648958,0.3467828,1.0604669,-1.6730566,-0.9990439,0.42086545,-0.17704476,-0.88832146,-0.8161194,-1.2591646,-0.58579624,1.3813545,0.6770696,-2.2150552,-0.16949585,-0.7181517,-0.55296797,1.3544714,1.4475304,-0.7490584,-0.09410037,0.21444502,-1.3561181,-0.13828628,-0.08055077,0.17935991,1.0222168,-1.0393996,0.23206614,-0.05288312,1.5732673,-1.2189848,-0.36440787,-1.1218368,-1.5835383,-0.5294743,-0.62885594,-0.8758513,1.0179453,-1.1411071,-1.5519474,-0.24483621,0.12657617,-1.0579861,1.2213982,-0.2810265,0.38183632,-1.1562775,-0.036305346,-0.8385653,0.54258794,0.42447942,-0.007739654,0.43579254,-0.3818811,0.18149391,0.5031909,-0.53678346
eumops_underwoodi,-0.13463803,1.2519538,0.58503616,0.14352113,-0.26398203,0.42506197,-1.3353035,0.08893445,-2.0163121,0.77321005,1.4908335,1.3099142,-0.22542027,-0.08353686,0.42854866,0.28627557,2.3179588,1.9419788,0.4232086,-0.39080992,0.1762655,-0.21425039,-1.2072061,-3.10518,1.0058299,0.54364485,0.92090446,0.18810833,0.7865952,-1.1226627,-0.24881071,1.1765938,-0.8772499,1.8961067,1.6153009,-1.6889904,1.1779363,1.4568759,-1.9611939,1.9598839,0.66935194,0.014914756,-2.61883,-0.83151877,-0.8123174,-0.56223565,0.8713007,-1.5661858,0.6089511,-0.10800686,0.6740168,0.27537122,1.2301462,0.47287652,-0.08040327,-1.6054385,-0.30136603,0.7463903,-1.2841606,-0.8005213,-0.5228584,-0.27623695,-0.6925273,-1.0047009
euneomys_chinchilloides,-1.1600125,0.5792676,-0.90540224,0.4906664,0.78296494,-0.5219012,-2.2127688,-1.8605336,-0.17537823,-0.32088497,-0.42975426,-2.4118397,-0.9778219,-0.3054105,-1.0538387,0.0073303245,1.1702893,0.023432592,0.617527,-0.67041624,-0.57464993,-0.9724678,-0.7348697,-2.263127,-0.99567395,-0.2645917,0.15055688,0.89503086,-1.2859997,-0.10142423,0.51007605,1.2308565,0.84799916,-0.4100979,-1.7277392,0.18621205,0.38582978,0.7706523,-1.7218823,0.36233145,0.76149255,-1.4192045,0.5331887,-0.96748084,-0.5097569,0.16598454,-1.5877119,0.7417923,-0.016498221,0.630366,0.6524577,-1.0939848,-0.13324961,0.76201606,0.2283948,0.4556287,0.23907688,0.3084573,0.15662464,0.06633833,2.0189588,-1.297304,0.7591419,0.6021706
euneomys_mordax,-0.7163538,1.64232,-1.826069,-1.5817488,-0.8106107,0.097142115,-1.3176956,-0.8322793,1.2555465,-0.9326016,-0.24951541,-0.7194826,0.71048015,0.27984264,-0.11600437,0.04273231,0.7193729,-0.7164759,0.6894259,-0.4337579,-0.3271299,0.936928,0.7042255,-0.8236983,0.050498933,-1.9819454,-0.024599127,0.33405936,0.0875502,0.44081447,-0.6199221,-0.2859156,-1.6891105,0.28555286,2.466237,0.5971967,0.52299863,-0.75233465,0.24053912,1.0069715,0.28434777,2.5609674,-0.0682076,-3.32858,1.6702203,-1.6849008,0.9262517,-0.86694926,-1.129996,0.26232883,-0.18392879,-0.9032624,0.13952288,0.5494218,1.8158756,0.3384172,0.5847332,-0.77900517,1.0106536,-0.34565476,-0.7421632,0.6121947,1.3002476,-1.3102546
euneomys_petersoni,-0.9122121,-1.1253455,-0.3744513,0.3353498,-0.015906867,0.6916277,-1.6206043,1.2605641,1.5301722,0.5820818,-0.5971746,0.04538213,-0.62437665,-1.290657,1.3986036,1.2935528,-0.9612445,-1.6451492,-1.4362851,1.680991,1.4973454,1.3562349,0.24286187,-1.4539267,1.6316632,0.6259407,0.43386173,-0.10103628,1.2040389,-0.20266761,1.2893069,-0.54605186,-2.0138488,1.8763125,-0.3541545,0.595369,-0.5304957,-0.43566275,2.2645605,-0.9624362,1.3123496,0.58868563,-0.67003626,-0.32857856,-0.5692341,-1.2087028,1.8852292,-0.68509567,0.047956295,-0.24585485,0.045069505,-1.3425347,-0.07199907,1.100898,-0.6736947,0.26158413,0.7050971,1.5064789,-0.5428007,-0.5940462,0.50180966,0.8477498,-0.024679046,0.1542203
euoticus_elegantulus,0.6173705,0.8143666,-1.7941155,1.2636846,-0.7266818,1.6154749,1.1879576,0.27041575,-0.39641434,-0.7668917,-0.10583121,0.0220757,-1.19308,-1.117286,-1.8299342,1.2960788,-0.12835968,0.9897648,0.30774143,0.28669587,0.15648408,0.3164156,-1.9246843,0.6136005,1.4815608,1.1838435,-1.0675795,2.2143774,1.717036,-0.5262025,1.4843122,0.46737456,0.111968145,0.7586449,1.5848776,1.5554044,2.600525,-0.20655487,1.5140465,0.89214855,-0.0534032,-0.6261214,-0.9506377,-0.80105793,-0.7736083,-0.015719458,0.7599266,-0.05903784,-0.33069143,-0.47313735,0.49550882,-1.7999291,1.9559561,0.17923783,0.2575915,0.6887737,-1.5571482,-0.2586745,0.5181946,0.7748056,-0.58275396,1.3899155,0.52900755,0.8366488
euoticus_pallidus,0.595045,0.335792,-0.87731296,1.1892265,-1.4716494,0.2706859,-0.78515273,-1.3834783,-1.0473679,0.8181132,0.20650777,-0.75150424,0.9705823,0.40797228,-1.5693288,0.75050056,-0.7658908,-0.47694075,0.3266898,0.055011302,-0.8627912,0.568739,-0.8838573,-0.58481467,2.0336983,0.35949197,1.6579534,0.74750507,1.7689309,-0.180654,-0.12647125,-0.6003845,-0.7267965,1.0806402,-1.4091551,-0.18931574,0.2798569,-1.0168636,-2.2704637,0.96433467,0.41931936,0.49871728,-0.5363372,-0.79981804,0.23870398,0.35433757,-0.6849217,0.19799155,-0.26196563,0.30567363,-0.9019331,1.0362235,2.1376572,-1.7070544,-0.15988845,-1.5589771,-1.6284916,-0.3106989,0.7209373,-0.675796,0.29856363,-1.0424879,-0.22911645,0.79549897
euphractus_sexcinctus,-0.36493123,0.58670676,1.3230749,-0.09928015,0.48773226,-0.18637496,0.06513008,-1.7118816,-0.16785106,1.339712,-0.68007714,-0.21344447,-0.9160306,-0.4744528,-0.88231826,-0.70066,-0.64689034,0.90609866,-0.3606235,-1.4499468,-0.7553879,-0.6653392,2.5667186,1.5471712,1.3673282,0.58694243,-0.7088977,0.6499832,0.5800924,-0.6215083,-1.151623,-1.235441,1.9007862,-0.31088895,-1.0283537,-0.5086906,2.2626112,0.12982693,0.8672186,0.91003865,-1.1157659,1.255038,2.642774,-1.150211,-1.550893,2.7595735,-0.19385941,-1.2861562,0.36313507,-1.371457,-0.8041664,-0.37340164,-1.9175535,0.8173787,1.4077487,-0.88701797,0.6823881,1.5491911,0.6571894,-2.2859647,-0.0999458,-0.81315696,0.6793191,1.4304345
eupleres_goudotii,0.44583794,-0.3218997,1.7817265,1.5018626,0.7805694,2.126635,1.0548836,-1.2707732,0.081772536,-0.65159976,3.0886612,0.7705151,-1.9052439,-0.87787676,0.3710792,1.9591725,-0.1992769,-2.4466543,-0.4865307,1.1171596,-0.425959,0.20115247,1.1974977,-0.24049808,1.8650315,-0.89368564,-0.055727795,-1.2554704,-0.13400346,1.1655803,0.99923074,-0.37449515,-0.030671278,1.031848,0.8356137,-0.733696,0.014031204,-0.7882957,-1.0953091,-2.3486674,0.6517396,0.36895463,-1.4134798,1.8080863,-0.06914692,0.75074995,1.0103072,-0.52597785,-2.314203,-1.5693157,0.2501481,-0.4443862,-1.5414655,2.0537248,-0.26567674,-1.0590085,1.111906,-1.7106113,-1.2632374,-0.07984659,-1.1124351,0.012251351,-0.7407643,-0.6717869
euroscaptor_micrura,-1.3616271,-0.4181648,-0.20359698,-0.905656,-0.12148416,-0.3938758,-1.2621601,0.5585724,-0.6421494,-0.15401201,-0.8249806,-0.645189,0.8830022,-0.693208,0.09671149,-1.0127419,-0.9753002,0.2739968,-0.47775766,-1.9848473,0.6839542,1.3954353,-0.9425177,-0.5716937,-0.072839715,1.012975,0.26610187,-0.7750217,-0.34361723,1.0849481,1.7453954,-0.47494888,-0.6182177,-1.7409012,0.5542995,-0.4829223,2.4680562,0.048374258,-1.3052528,1.0174016,0.43345025,0.069609776,-0.5437244,0.3136356,2.5040257,-1.4069498,-0.5270542,0.98360896,1.021074,0.823746,1.5602634,-0.51101273,-0.027191468,0.1888879,1.4023973,-2.474067,-0.8681342,-0.5642007,0.97602385,-0.16208825,0.905558,0.15623131,-0.64219165,-0.73567116
euroscaptor_mizura,-1.5600543,0.60418886,-2.8458836,-0.444894,-1.0698593,0.20071551,-1.8943788,0.29704064,2.61714,0.620592,-0.38576728,0.043912884,1.2957911,0.31139165,0.4386357,-1.1531221,-1.2842284,0.8221541,1.6134884,-1.1982983,2.2329388,-0.27724743,-1.7436916,1.5694904,-1.1610869,3.0863411,-0.75323796,1.255277,-1.7058953,-0.8939467,0.09888894,0.91566414,0.40288073,0.94029516,1.3945429,0.8453212,1.5289176,-1.490665,-0.7010445,0.119839735,2.7897844,-0.8568703,1.8772968,-1.3379221,-0.80790764,1.0290818,-1.1774518,0.35898268,0.5506284,0.12655303,-0.99417216,-1.5892488,1.5043423,-0.6877481,0.44653922,0.45335963,0.5461118,0.9804782,1.6466587,-0.78280205,2.2654455,-1.1079406,-0.2999419,0.4886488
euryzygomatomys_spinosus,1.5049663,-0.037635878,0.5800952,1.3839628,0.8989803,0.8993707,-0.96398467,1.6910537,-0.3587771,1.2152479,3.534484,-0.32790974,0.66907185,-0.9766313,0.18418255,-0.013563686,1.5708947,-1.6056002,0.50047547,-0.8036346,-0.8348481,0.8850962,-2.2275138,1.4749935,-0.19018655,1.533408,0.19836365,1.362456,0.7133384,-0.18396953,0.22941457,-1.547377,-1.292083,0.0907526,-2.296088,2.3817983,-0.22412777,0.59650403,-0.03540021,0.03748668,0.9829142,-0.38155594,-0.1471513,0.8838464,1.067019,0.6645509,1.54826,-0.6780175,-0.8516617,2.1860013,-2.344255,-0.39105242,-1.2639923,0.98620355,-0.5874036,-0.6994753,0.65042764,-1.3164133,2.1642306,0.10427377,-0.5734223,0.91709435,0.8342929,-0.10245473
exilisciurus_concinnus,0.8904327,0.11864787,-0.5157269,-0.60093164,-1.0458745,-1.4798732,1.3112315,-0.072267614,-0.63400394,0.40659028,0.16747841,0.05483009,0.32954985,0.73204315,0.1360394,0.8791156,-1.2453978,-0.7087679,0.74697286,-0.11208291,-1.203166,-2.7212398,-0.8327818,0.88085014,-0.8043385,-0.71596044,-1.2421314,0.34868053,-2.1107965,-0.2803419,-0.113805525,0.021278746,0.8745241,-0.15994655,-1.4007504,-1.4981517,4.4314737,0.6883372,0.7167908,-1.5546987,-1.0977461,1.5256745,-0.038361184,2.2883244,0.06254804,1.2451141,1.5712712,-0.37892908,0.96616936,-1.0540485,-1.194455,1.5602489,-1.7440256,0.38547003,0.41247553,1.2727139,0.35207132,1.4988775,-0.66011345,1.7504704,0.3610545,0.17061585,0.12183118,1.662035
